link_id,customer_id,project_id,region_id
L00873,C05301,P09910,R01661
L00874,C09757,P08413,R01779
L00875,C07558,P09194,R06647
L00876,C08195,P07694,R02560
L00877,C08291,P06466,R08599
L00878,C04174,P03916,R02472
L00879,C02521,P07859,R04497
L00880,C03792,P04810,R01411
L00881,C03923,P08669,R01301
L00882,C00421,P08979,R08739
L00883,C09180,P07344,R05343
L00884,C01093,P09148,R01827
L00885,C04787,P03011,R01246
L00886,C01281,P03759,R04146
L00887,C02576,P04593,R02973
L00888,C07996,P01281,R09517
L00889,C05632,P00580,R08064
L00890,C02836,P03136,R01915
L00891,C00236,P07740,R04010
L00892,C02950,P07207,R02128
L00893,C09633,P00663,R08278
L00894,C02089,P05347,R08629
L00895,C08217,P06197,R02200
L00896,C01471,P04856,R08823
L00897,C01302,P07917,R00744
L00898,C04972,P00626,R00693
L00899,C09549,P08751,R04296
L00900,C03640,P02550,R05474
L00901,C08070,P04886,R08605
L00902,C03138,P03525,R02830
L00903,C08416,P09272,R07382
L00904,C01535,P05894,R08198
L00905,C05761,P07631,R09511
L00906,C06338,P00930,R03695
L00907,C01596,P03000,R08877
L00908,C09656,P07056,R07073
L00909,C08089,P07393,R03411
L00910,C06474,P00761,R08062
L00911,C08555,P04941,R05013
L00912,C02614,P07625,R02072
L00913,C05601,P09242,R01789
L00914,C06363,P07110,R02035
L00915,C06063,P07456,R02245
L00916,C09718,P02033,R01656
L00917,C02453,P02719,R05686
L00918,C06687,P08607,R09966
L00919,C01894,P05056,R09809
L00920,C02633,P00553,R00973
L00921,C00089,P04934,R02019
L00922,C05203,P02010,R06825
L00923,C00459,P05196,R06374
L00924,C02611,P07852,R01491
L00925,C03838,P05597,R04455
L00926,C03629,P05750,R04992
L00927,C00133,P05726,R01092
L00928,C08134,P04894,R09830
L00929,C09805,P01107,R06770
L00930,C09254,P04293,R05854
L00931,C03410,P04236,R06995
L00932,C05441,P02913,R05950
L00933,C03867,P06192,R03462
L00934,C04510,P02161,R02540
L00935,C00507,P01407,R02807
L00936,C00075,P05770,R05335
L00937,C05259,P03313,R08235
L00938,C05823,P02470,R01765
L00939,C04345,P06739,R03112
L00940,C07135,P00052,R06409
L00941,C00321,P08718,R09785
L00942,C07706,P07258,R07044
L00943,C06773,P05602,R03736
L00944,C01678,P07565,R08307
L00945,C03497,P00782,R07667
L00946,C05682,P02679,R05731
L00947,C00966,P09120,R07818
L00948,C02938,P02574,R08458
L00949,C00748,P04072,R01743
L00950,C04426,P08783,R05470
L00951,C05775,P09797,R09519
L00952,C07734,P04564,R07828
L00953,C08086,P02990,R04563
L00954,C01115,P00772,R00428
L00955,C03630,P00564,R06170
L00956,C06578,P00293,R01868
L00957,C03435,P01913,R07480
L00958,C00714,P00327,R02599
L00959,C07614,P00687,R03654
L00960,C06053,P09513,R03205
L00961,C02793,P02469,R06383
L00962,C02432,P00025,R09135
L00963,C02500,P09366,R08190
L00964,C08980,P05265,R00799
L00965,C08220,P01925,R04271
L00966,C03452,P07359,R07551
L00967,C02507,P09126,R00796
L00968,C07701,P09798,R09522
L00969,C03907,P07220,R08556
L00970,C04806,P07920,R02018
L00971,C07402,P04558,R03541
L00972,C05013,P08375,R06887
L00973,C01106,P08146,R03506
L00974,C08366,P06355,R09023
L00975,C08540,P00101,R01678
L00976,C02184,P00932,R09588
L00977,C00946,P06339,R01076
L00978,C04518,P05015,R06346
L00979,C08429,P03572,R08299
L00980,C06828,P02745,R09904
L00981,C02925,P07315,R08913
L00982,C02791,P03429,R01068
L00983,C00641,P09257,R09581
L00984,C04196,P05347,R01286
L00985,C03324,P04576,R04211
L00986,C06371,P01016,R00297
L00987,C01825,P01702,R02688
L00988,C08352,P08007,R00917
L00989,C07388,P07770,R09755
L00990,C06089,P00637,R06440
L00991,C06735,P03951,R07325
L00992,C01993,P00430,R07070
L00993,C06095,P08400,R09467
L00994,C02000,P06831,R01593
L00995,C07456,P00592,R07223
L00996,C00091,P06555,R06243
L00997,C05060,P09962,R03803
L00998,C06620,P05921,R05327
L00999,C08655,P09032,R05158
L01000,C08648,P08205,R01975
L01001,C06281,P01406,R04543
L01002,C07983,P05293,R00931
L01003,C03136,P06745,R01909
L01004,C08500,P07441,R07534
L01005,C09134,P02393,R02263
L01006,C01816,P02366,R08791
L01007,C08346,P06154,R09993
L01008,C08158,P05778,R02775
L01009,C04547,P06102,R06416
L01010,C08590,P05555,R00064
L01011,C01502,P08952,R03669
L01012,C08981,P05256,R05473
L01013,C09593,P09038,R07491
L01014,C05773,P00917,R09220
L01015,C08654,P07515,R01318
L01016,C03901,P05082,R02740
L01017,C01391,P00577,R05095
L01018,C02569,P02980,R04727
L01019,C03663,P00369,R03979
L01020,C07215,P08939,R09037
L01021,C00020,P01394,R02970
L01022,C01085,P03654,R03160
L01023,C05765,P04043,R08306
L01024,C04468,P04179,R03171
L01025,C01417,P09302,R07547
L01026,C07660,P02938,R05900
L01027,C06521,P03861,R07014
L01028,C05646,P06455,R06266
L01029,C09633,P06042,R06333
L01030,C03332,P04687,R06444
L01031,C08478,P05279,R09287
L01032,C05272,P02795,R05703
L01033,C06816,P07188,R04474
L01034,C09836,P08354,R06558
L01035,C07962,P04989,R02515
L01036,C04837,P01573,R02073
L01037,C05456,P03640,R04297
L01038,C03315,P04380,R04079
L01039,C07150,P04599,R02206
L01040,C03876,P05362,R09798
L01041,C04866,P09803,R02879
L01042,C03447,P05115,R04200
L01043,C02446,P08323,R08243
L01044,C04735,P02216,R04532
L01045,C09330,P06183,R06412
L01046,C06735,P04598,R08012
L01047,C03324,P02049,R04406
L01048,C07517,P06608,R03267
L01049,C03133,P04808,R07119
L01050,C02385,P06003,R03244
L01051,C08399,P02280,R09063
L01052,C02646,P01981,R02196
L01053,C07512,P00162,R00930
L01054,C00221,P09411,R03981
L01055,C07839,P01684,R07309
L01056,C02816,P00584,R04520
L01057,C00602,P08421,R02712
L01058,C04129,P06837,R00356
L01059,C04398,P03663,R03779
L01060,C02212,P05283,R04621
L01061,C07161,P03338,R09966
L01062,C01283,P00257,R06417
L01063,C04830,P08197,R07952
L01064,C03384,P05448,R05076
L01065,C04650,P07020,R06770
L01066,C08036,P08805,R08015
L01067,C07913,P08824,R07784
L01068,C00979,P02949,R02145
L01069,C02571,P03496,R04428
L01070,C07500,P03294,R01339
L01071,C09947,P00026,R00304
L01072,C01437,P00276,R01693
L01073,C02467,P07833,R07173
L01074,C00182,P05651,R04136
L01075,C03936,P01516,R05216
L01076,C05174,P08856,R01864
L01077,C05792,P01759,R09554
L01078,C05628,P03599,R08401
L01079,C05467,P00289,R08833
L01080,C03292,P09869,R02199
L01081,C07628,P07329,R07446
L01082,C02043,P02341,R04837
L01083,C04694,P02613,R06481
L01084,C06109,P03603,R09546
L01085,C05121,P07108,R08021
L01086,C08778,P03274,R06829
L01087,C08521,P02239,R07539
L01088,C03079,P03198,R03529
L01089,C05798,P08731,R06347
L01090,C04298,P05151,R07686
L01091,C01260,P04741,R04565
L01092,C00651,P03478,R01775
L01093,C09897,P02976,R03283
L01094,C09331,P04685,R01098
L01095,C02877,P09245,R07246
L01096,C01972,P09782,R04150
L01097,C01820,P04202,R03032
L01098,C09176,P04182,R05488
L01099,C04103,P00897,R07805
L01100,C06160,P03690,R03355
L01101,C02184,P01041,R05014
L01102,C00633,P09306,R04589
L01103,C01041,P05138,R06167
L01104,C00955,P06565,R09142
L01105,C07514,P09418,R09088
L01106,C03444,P03338,R05256
L01107,C06392,P05086,R06546
L01108,C05055,P01969,R08981
L01109,C07758,P02845,R03064
L01110,C07812,P02394,R03003
L01111,C07610,P07725,R04617
L01112,C04690,P09612,R04139
L01113,C06863,P00504,R08761
L01114,C03055,P04905,R07757
L01115,C08231,P04634,R08064
L01116,C07232,P04192,R06578
L01117,C05766,P07768,R04792
L01118,C06334,P00660,R04438
L01119,C02417,P08870,R02475
L01120,C07737,P08236,R08309
L01121,C04223,P06681,R06577
L01122,C04069,P01424,R06800
L01123,C03998,P03283,R04768
L01124,C08145,P02937,R06856
L01125,C01074,P06131,R05653
L01126,C04534,P07163,R02380
L01127,C00584,P00214,R06159
L01128,C03617,P08758,R09043
L01129,C07544,P03041,R07013
L01130,C03556,P03314,R01284
L01131,C07868,P08603,R00741
L01132,C00677,P08930,R02115
L01133,C05802,P05024,R05540
L01134,C00631,P00401,R09248
L01135,C00803,P01810,R03218
L01136,C01803,P06605,R09727
L01137,C03337,P05220,R08888
L01138,C02764,P07185,R00699
L01139,C07379,P04323,R03443
L01140,C00105,P02460,R00010
L01141,C02184,P08537,R09733
L01142,C00721,P08895,R00438
L01143,C03638,P01349,R02188
L01144,C04466,P03245,R09369
L01145,C05396,P03099,R04748
L01146,C04663,P03223,R02989
L01147,C01995,P05335,R06193
L01148,C02904,P07105,R01890
L01149,C01093,P07047,R00482
L01150,C08786,P03734,R08889
L01151,C04221,P05417,R01224
L01152,C06899,P02691,R01813
L01153,C09520,P07287,R06542
L01154,C00796,P03245,R00384
L01155,C03156,P07925,R04890
L01156,C08774,P02324,R09846
L01157,C08048,P01655,R06140
L01158,C02346,P01121,R01582
L01159,C02309,P04632,R03312
L01160,C09335,P00636,R01065
L01161,C00971,P04186,R08879
L01162,C09485,P07436,R02733
L01163,C00639,P04704,R08628
L01164,C01290,P06657,R07890
L01165,C05459,P02155,R07358
L01166,C06588,P07437,R05886
L01167,C06554,P07091,R02073
L01168,C01627,P00416,R03528
L01169,C07752,P07239,R08753
L01170,C01512,P04937,R05826
L01171,C02012,P03831,R08991
L01172,C02409,P02350,R06780
L01173,C04642,P07706,R09722
L01174,C00689,P06003,R09589
L01175,C09116,P02550,R07557
L01176,C06414,P08958,R00285
L01177,C01925,P04490,R07977
L01178,C07179,P00186,R04934
L01179,C03411,P00923,R06692
L01180,C08777,P08007,R05198
L01181,C06519,P04048,R09989
L01182,C06155,P04390,R07276
L01183,C08754,P02612,R08516
L01184,C02302,P03749,R03157
L01185,C00840,P09177,R00309
L01186,C00790,P09422,R07816
L01187,C05374,P01835,R06911
L01188,C00053,P03589,R07775
L01189,C08614,P02157,R07667
L01190,C06993,P09837,R02680
L01191,C01444,P05407,R02329
L01192,C06233,P08381,R03710
L01193,C04356,P02062,R06159
L01194,C09976,P00424,R09066
L01195,C01982,P01968,R06376
L01196,C01883,P01869,R08658
L01197,C09662,P01761,R05640
L01198,C04779,P01889,R01034
L01199,C01296,P07881,R00859
L01200,C09674,P09937,R09583
L01201,C01774,P00704,R08195
L01202,C04968,P03760,R08676
L01203,C04582,P03176,R05997
L01204,C03731,P06905,R07775
L01205,C04291,P03195,R08278
L01206,C06343,P00307,R02667
L01207,C00917,P03560,R01616
L01208,C07120,P06279,R01845
L01209,C01426,P05765,R09810
L01210,C01279,P08494,R09719
L01211,C04238,P09917,R04168
L01212,C09695,P07845,R05477
L01213,C00739,P06437,R07305
L01214,C08811,P00578,R01183
L01215,C07970,P08964,R05125
L01216,C03943,P09049,R08917
L01217,C01005,P03039,R05953
L01218,C00315,P02707,R03200
L01219,C06324,P09873,R03241
L01220,C00761,P05696,R04185
L01221,C09194,P07390,R02706
L01222,C02230,P02238,R03862
L01223,C00432,P07617,R08965
L01224,C03074,P03063,R07794
L01225,C08902,P06712,R09622
L01226,C05275,P00418,R00791
L01227,C06828,P07973,R04774
L01228,C09178,P02851,R02549
L01229,C09222,P07518,R03140
L01230,C09504,P04121,R07767
L01231,C00175,P03835,R05391
L01232,C09402,P06537,R00800
L01233,C07772,P01395,R08566
L01234,C04703,P01253,R05151
L01235,C04045,P01470,R00442
L01236,C00748,P05977,R07700
L01237,C08646,P03941,R09524
L01238,C04368,P08386,R06254
L01239,C08499,P07458,R01214
L01240,C06785,P00529,R02937
L01241,C01691,P06642,R02778
L01242,C06857,P05070,R09969
L01243,C01092,P07307,R01780
L01244,C03961,P01663,R00771
L01245,C04117,P07109,R08002
L01246,C06862,P01268,R02574
L01247,C08992,P07150,R07018
L01248,C05110,P09141,R05563
L01249,C00984,P02775,R02204
L01250,C08206,P02044,R04752
L01251,C09656,P03626,R03816
L01252,C01760,P07142,R06275
L01253,C06912,P05080,R02177
L01254,C05308,P05914,R04455
L01255,C00227,P03994,R00786
L01256,C05028,P07661,R01932
L01257,C04910,P00720,R01959
L01258,C08838,P00030,R05374
L01259,C02129,P01849,R09372
L01260,C00156,P05817,R00800
L01261,C08322,P01399,R09150
L01262,C08011,P01446,R05487
L01263,C07825,P07396,R04017
L01264,C04223,P06703,R03270
L01265,C03998,P01237,R01527
L01266,C09684,P03525,R00159
L01267,C07577,P04745,R06666
L01268,C03499,P06190,R07823
L01269,C01574,P08240,R01422
L01270,C08148,P08764,R03472
L01271,C03116,P04182,R07441
L01272,C09479,P01987,R02016
L01273,C08224,P05566,R07924
L01274,C04596,P09359,R02991
L01275,C01988,P07427,R09527
L01276,C06372,P08910,R04616
L01277,C01485,P06390,R07809
L01278,C00962,P02858,R00546
L01279,C09520,P03189,R02860
L01280,C06188,P09678,R08249
L01281,C04643,P08203,R08409
L01282,C09022,P05732,R00153
L01283,C07397,P03654,R09044
L01284,C07197,P06450,R08412
L01285,C08441,P06070,R07094
L01286,C03721,P09741,R02790
L01287,C07507,P08918,R00330
L01288,C04486,P02624,R00227
L01289,C04878,P07594,R08227
L01290,C04853,P07153,R08948
L01291,C04893,P01820,R02974
L01292,C08529,P03519,R05391
L01293,C01050,P06403,R03391
L01294,C08795,P02256,R08853
L01295,C03319,P03200,R01836
L01296,C07240,P03253,R07437
L01297,C02512,P07520,R04006
L01298,C04687,P05041,R05399
L01299,C01623,P03748,R07739
L01300,C06031,P03863,R01115
L01301,C03834,P06772,R07168
L01302,C03661,P00228,R04012
L01303,C06581,P02386,R06927
L01304,C01679,P06638,R03695
L01305,C02399,P03048,R04786
L01306,C01572,P09284,R08237
L01307,C03165,P00779,R08959
L01308,C08150,P00412,R09316
L01309,C06749,P09674,R01672
L01310,C01281,P05811,R00080
L01311,C03728,P09696,R01572
L01312,C06305,P00818,R00396
L01313,C04986,P05242,R05746
L01314,C03784,P08113,R07031
L01315,C08512,P00322,R03205
L01316,C08232,P00359,R01426
L01317,C05341,P04896,R04540
L01318,C09804,P08405,R03978
L01319,C04457,P06418,R09588
L01320,C02753,P09509,R09899
L01321,C01737,P03892,R03260
L01322,C03931,P00657,R07818
L01323,C04708,P05059,R03159
L01324,C08532,P05067,R09595
L01325,C09052,P03366,R06337
L01326,C00272,P08734,R05580
L01327,C00321,P02082,R07549
L01328,C09913,P05725,R09151
L01329,C04829,P09372,R01555
L01330,C04943,P02910,R07666
L01331,C07915,P07433,R09280
L01332,C09164,P01976,R09472
L01333,C07078,P07410,R05117
L01334,C00230,P08979,R01069
L01335,C02059,P09264,R06574
L01336,C06409,P02236,R07597
L01337,C02808,P03821,R07575
L01338,C09552,P05705,R07439
L01339,C07326,P06487,R01880
L01340,C04287,P00010,R00490
L01341,C00364,P03424,R06773
L01342,C01181,P04267,R00207
L01343,C09930,P09136,R09002
L01344,C03883,P08791,R04669
L01345,C07229,P09936,R09126
L01346,C04147,P03932,R05851
L01347,C00838,P08316,R06952
L01348,C08004,P07637,R03715
L01349,C04360,P02547,R05325
L01350,C09136,P07511,R08195
L01351,C00723,P00050,R01079
L01352,C05344,P03926,R09720
L01353,C07354,P07973,R00020
L01354,C08557,P06913,R04858
L01355,C02580,P09520,R07123
L01356,C08794,P02688,R08923
L01357,C02067,P00502,R09454
L01358,C03074,P09694,R06020
L01359,C00121,P08828,R02348
L01360,C01823,P03207,R05318
L01361,C09075,P06818,R00911
L01362,C05716,P08177,R07829
L01363,C04041,P09755,R02849
L01364,C00057,P05871,R03658
L01365,C05711,P06200,R03947
L01366,C01753,P00855,R06625
L01367,C03435,P06117,R01206
L01368,C00323,P02820,R06299
L01369,C08988,P06041,R04458
L01370,C03006,P07465,R09869
L01371,C02865,P00712,R00193
L01372,C08897,P02156,R04535
L01373,C06740,P09226,R05124
L01374,C03991,P05007,R04676
L01375,C06120,P01679,R05173
L01376,C08838,P00077,R06179
L01377,C01715,P05395,R02048
L01378,C09801,P03780,R00550
L01379,C08237,P08308,R08350
L01380,C04863,P07781,R00270
L01381,C08577,P01174,R08382
L01382,C07593,P02148,R05034
L01383,C04290,P08758,R04054
L01384,C06391,P08829,R05409
L01385,C07011,P06180,R03617
L01386,C00017,P06420,R00756
L01387,C09264,P08555,R04846
L01388,C07811,P03003,R09716
L01389,C05049,P09979,R02780
L01390,C01403,P03342,R03381
L01391,C01404,P03133,R03658
L01392,C01892,P05382,R03352
L01393,C08658,P00197,R07938
L01394,C05451,P01431,R00041
L01395,C06637,P00863,R04408
L01396,C01066,P01762,R02375
L01397,C03681,P05496,R00470
L01398,C08403,P05592,R05545
L01399,C07298,P02121,R05751
L01400,C05305,P06276,R08862
L01401,C05538,P08430,R00491
L01402,C00090,P06834,R02949
L01403,C09583,P00900,R03134
L01404,C04251,P09638,R08497
L01405,C03024,P09156,R08412
L01406,C04410,P01979,R02494
L01407,C04803,P05352,R02877
L01408,C04810,P07549,R00712
L01409,C02765,P07633,R05887
L01410,C03477,P03959,R09952
L01411,C03962,P04826,R04160
L01412,C08108,P03341,R02747
L01413,C03863,P05654,R02778
L01414,C02104,P04649,R00717
L01415,C04620,P06203,R04938
L01416,C05801,P03033,R02619
L01417,C06158,P01650,R02133
L01418,C05056,P08994,R01982
L01419,C01717,P01317,R07494
L01420,C03338,P06594,R06122
L01421,C00487,P01486,R01959
L01422,C03709,P04198,R07556
L01423,C09633,P07966,R07639
L01424,C07780,P08612,R00742
L01425,C00912,P00358,R03713
L01426,C07994,P09932,R02632
L01427,C02589,P05801,R02857
L01428,C02243,P04219,R06464
L01429,C03915,P06224,R05225
L01430,C05294,P09364,R03614
L01431,C01188,P03542,R04828
L01432,C03035,P04982,R09206
L01433,C00854,P08414,R04748
L01434,C01439,P03932,R01117
L01435,C07608,P05077,R02241
L01436,C02334,P04764,R07815
L01437,C02929,P05957,R02677
L01438,C01513,P00816,R06223
L01439,C04774,P03676,R09169
L01440,C07455,P08325,R01373
L01441,C04228,P06754,R08405
L01442,C08498,P07599,R05465
L01443,C07069,P08174,R02494
L01444,C00651,P03472,R02923
L01445,C02427,P00761,R09053
L01446,C02924,P04755,R05433
L01447,C05947,P05040,R00756
L01448,C06498,P07141,R06922
L01449,C01956,P06144,R01708
L01450,C04905,P05828,R08915
L01451,C02690,P04581,R01036
L01452,C04276,P04077,R07630
L01453,C09852,P03495,R04481
L01454,C04994,P03952,R09062
L01455,C03845,P00409,R00585
L01456,C02808,P10000,R07288
L01457,C02573,P04515,R02553
L01458,C08501,P08963,R02596
L01459,C00121,P05338,R08961
L01460,C05349,P05778,R09870
L01461,C06698,P07273,R06940
L01462,C02800,P02344,R06351
L01463,C04766,P03631,R05216
L01464,C04271,P03031,R03661
L01465,C01059,P02964,R06423
L01466,C04605,P05791,R08956
L01467,C04959,P01763,R06986
L01468,C07204,P05842,R06669
L01469,C05962,P06498,R01135
L01470,C05015,P01291,R03253
L01471,C01477,P08976,R00363
L01472,C05350,P09382,R07313
L01473,C08391,P04775,R02373
L01474,C03429,P01695,R05880
L01475,C04608,P08348,R07043
L01476,C02764,P01030,R07262
L01477,C02813,P06866,R01171
L01478,C04957,P06427,R02497
L01479,C02699,P09983,R09945
L01480,C06147,P05967,R01441
L01481,C06995,P09591,R04088
L01482,C06973,P05061,R04812
L01483,C05236,P05497,R06071
L01484,C07840,P00147,R00794
L01485,C02879,P01889,R05633
L01486,C04547,P04194,R03771
L01487,C02836,P03136,R01106
L01488,C05208,P07735,R05291
L01489,C03649,P07990,R04388
L01490,C04338,P02460,R05989
L01491,C06945,P07019,R04598
L01492,C06828,P02911,R08039
L01493,C06473,P00009,R04921
L01494,C02539,P01404,R05810
L01495,C02012,P06047,R03280
L01496,C01874,P06703,R01969
L01497,C09452,P04789,R02300
L01498,C03047,P05532,R09445
L01499,C07562,P03165,R04020
L01500,C01739,P09547,R08051
L01501,C05723,P01166,R03495
L01502,C01625,P09961,R05356
L01503,C01330,P04655,R01811
L01504,C00609,P04988,R07067
L01505,C06396,P09121,R05003
L01506,C00163,P01149,R09117
L01507,C07649,P02261,R06810
L01508,C05327,P08193,R08365
L01509,C05879,P02912,R04430
L01510,C03945,P03958,R02360
L01511,C08126,P01845,R02641
L01512,C08950,P02248,R02236
L01513,C08032,P01900,R01860
L01514,C02216,P02882,R00990
L01515,C01649,P05686,R01225
L01516,C05103,P06556,R02628
L01517,C04643,P02244,R06623
L01518,C01362,P06232,R08943
L01519,C02184,P02618,R00944
L01520,C08519,P09647,R05243
L01521,C07830,P04730,R03121
L01522,C06954,P05086,R05759
L01523,C08058,P09202,R04895
L01524,C09584,P02473,R02782
L01525,C03293,P09630,R08444
L01526,C02402,P02227,R02319
L01527,C03125,P03328,R08052
L01528,C02502,P00240,R02149
L01529,C03701,P05586,R08359
L01530,C00156,P05492,R00031
L01531,C00910,P03918,R05334
L01532,C05370,P02605,R04769
L01533,C00579,P07956,R03041
L01534,C03365,P08015,R00879
L01535,C06316,P01747,R03986
L01536,C04220,P07387,R01395
L01537,C02225,P09045,R05100
L01538,C08639,P09927,R03268
L01539,C01554,P03133,R09502
L01540,C01278,P07193,R00586
L01541,C06089,P00486,R02746
L01542,C04087,P07359,R00718
L01543,C00640,P04691,R09040
L01544,C07357,P08644,R08829
L01545,C02952,P05625,R04150
L01546,C01330,P02568,R09236
L01547,C01685,P08020,R08230
L01548,C04954,P04782,R04293
L01549,C00816,P06153,R01021
L01550,C08673,P06055,R04197
L01551,C02239,P08802,R01739
